,Name,Sex,Abdominal_pain,Abdominal_distention_left_side,Anemia,Anorexia,Blood_in_feaces,Blood_in_urine,Blood_leakage_from_natural_holes_of_dead_animal,Bottle_jaw,Change_in_diet,Changed_milk_taste,Circling,Cough,Constipation,Crepitation,Depression,Dehydration,Dental_pad,Diarrhea,Difficult_movement,Dog_bite,Dyspnea,Eat_cloth_bones,Emaciation,Enlarged_lymph_nodes,Excitements,Facial_distortion,Faulty_drenching,Feet_foul_odor,Feet_lesions,Fever,Gas_accumulation,Hair_loss,Hard_feaces,Hard_Tongue,Head_pressing,Increased_heart_rate,Itching,Itching_in_Nose,Knee_swelling,Lameness,Lose_feaces,Milk_abnormalities,Milk_reduction,Mouth_discharge,Mouth_frothing,Mouth_lesions,Moving_in_circle,Nasal_discharge,Neck_swelling,Necrotic_stomatitis,Ocular_discharge,Oculonasal_discharge,Off_feed,Overfeeding,Paralysis,Pica,Phoyophia,Poor_growth,Pox_lesion,Red_moist_feet,Respiratory_distress,Restlessness,Ruptured_Lymph_Nodes,Salivation,Severe_itching,Skin_lesion_red,Skin_lesion,Sneezing,Subnormal_temperature,Sudden_death,Swollen_joints,Swollen_Jaw,Tachypnea,Teat_hole_blockage,Teats_inflammation,Teats_lesions,Temperature_fluctuation,Ticks_presence,Tick_worry,Tremors,Udder_infection,Udder_inflammation,Udder_lesion,Unable_to_stand,Uncoordinated_movements,Urine_block,Vaginal_infection,Vaginal_discharge,Wasting,Weakness,Weight_loss,Wheezes,Worms_in_feaces,Wounded,Yellow_eyes,Yellow_mucous_membrane,DiseaseName.1
,Sheep,Female,,,,0.9,,,,,,,,,,,,,,,,,,,,0.9,,,,,0.9,,,,,,,,,,,,,,,,,0.9,,0.9,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PPR
,Goat,Female,,,,,,,,,,,,,,,0.9,,,,,,,,0.9,,,,,,,0.9,,0.9,,,,,,,,,,,,,,,,0.9,,0.9,0.9,0.9,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,PPR
13,Buffalo,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pyrexia/ Infection/ Inflammation
73,Buffalo,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pyrexia/ Infection/ Inflammation
216,Cattle,Male,,,,Anorexia,,,,,,,,,,,Depression,,,Diarrhea,,,,,,,,,,,,Fever,,Hair/Wool loss,,,,,,,,,,,,,,,,,,,Ocular discharge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yellow Mucous Membrane,Pyrexia/ Infection/ Inflammation
231,Cattle,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pyrexia/ Infection/ Inflammation
233,Cattle,Male,,,,Anorexia,,,,,,,,,,,,,,,,,,,,,,,,,,Fever,,,,,,,,,,,,,,,,,,,,,Ocular discharge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yellow Mucous Membrane,Pyrexia/ Infection/ Inflammation
290,Cattle,Female,,,,Anorexia,,,,,,,,,,,,,,,,,,,,,,,,,,Fever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pyrexia/ Infection/ Inflammation
382,Cattle,Female,,,,Anorexia,,,,,,,,,,,,,,,,,,,,,,,,,,Fever,,,,,,,,,,,,,Decrease in milk production,,,,,,,,,,,,,,,Poor growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pyrexia/ Infection/ Inflammation
383,Cattle,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pyrexia/ Infection/ Inflammation
386,Cattle,Female,,,,Anorexia,,,,,,,,Cough,,,Depression,,,,,,,,,,,,,,,Fever,,,,,,,,,,,,,,,,,,,,,Ocular discharge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yellow Mucous Membrane,Pyrexia/ Infection/ Inflammation
415,Goat,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pyrexia/ Infection/ Inflammation
416,Goat,Male,,,,,,,,,Change in diet,,,,,,Depression,,,,,,,,,,,,,,,Fever,,,,,,,,,,,,,,,,,,,,,Ocular discharge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pyrexia/ Infection/ Inflammation
452,Goat,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fever,,,,,,,,,Knee swelling,Lameness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pyrexia/ Infection/ Inflammation
532,Goat,Male,,,,Anorexia,,,,,,,,,,,,,,,,,,,,,,,,,,Fever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pyrexia/ Infection/ Inflammation
534,Goat,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weakness,,,,,,,Pyrexia/ Infection/ Inflammation
535,Goat,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hair/Wool loss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pyrexia/ Infection/ Inflammation
611,Goat,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pyrexia/ Infection/ Inflammation
612,Goat,Female,,,,Anorexia,,,,,,,,,,,Depression,,,Diarrhea,,,,,,,,,,,,Fever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weight loss,,,,,,Pyrexia/ Infection/ Inflammation
634,Goat,Female,,,,Anorexia,,,,,,,,,,,,,,Diarrhea,,,,,,,,,,,,Fever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pyrexia/ Infection/ Inflammation
723,Sheep,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pyrexia/ Infection/ Inflammation
726,Sheep,Male,,,,Anorexia,,,,,,,,,,,,,,,,,,,,,,,,,,Fever,,,,,,,,,,,,,,,,,,,,,Ocular discharge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yellow Mucous Membrane,Pyrexia/ Infection/ Inflammation
727,Sheep,Male,,,,Anorexia,,,,,,,,,,,,,,,,,,,,,,,,,,Fever,,Hair/Wool loss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yellow Mucous Membrane,Pyrexia/ Infection/ Inflammation
754,Sheep,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pyrexia/ Infection/ Inflammation
801,Sheep,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pyrexia/ Infection/ Inflammation
453,Goat,Male,,,,,,,,,,,,,,,,,,,,Dog bite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rabies and Injury
,Cattle,Male,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,0.9,,,,,,,,0.9,,0.9,,0.9,,,,,,,,0.9,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,Red Nose
,Cattle,Male,0.9,,,,,0.9,,,,,,,,,,,,0.9,,,,,,,,,,,,0.9,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,Red water disease
454,Goat,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hair/Wool loss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Severe itching,,Skin lesion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sheep n Goat Pox
,Goat,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,0.3,,,,,,,,,,,,,,,,,,,,,0.9,0.9,,,,,,,,,,,,,0.9,0.9,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,Sheep n Goat Pox
,Sheep,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,0.9,,0.9,,,,,,,,,,,,0.9,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,Sheep n Goat Pox
15,Buffalo,Male,,,,,,,,,,,,,,,,,,Diarrhea,,,Dyspnea,,,Enlargement of lymph nodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Temperature fluctuation,,,,,,,,,,,,Wasting,,,,,,,,Theileriosis
16,Buffalo,Male,,,,,,,,,,,,,,,,,,Chronic diarrhea,,,Dyspnea,,,Enlargement of lymph nodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subnormal temperature,,,,,,,,,,,,,,,,,,,,Wasting,,Weight loss,,,,,,Theileriosis
17,Buffalo,Male,,,,,,,,,,,,,,,,,,Chronic diarrhea,,,Dyspnea,,,Enlargement of lymph nodes,,,,,,Fever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Theileriosis
18,Buffalo,Male,,,,Anorexia,,,,,,,,,,,,,,,,,,,,Enlargement of lymph nodes,,,,,,Fever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Theileriosis
75,Buffalo,Female,,,,,,Blood in urine,,,,,,,,,,,,,,,,,,Enlargement of lymph nodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Temperature fluctuation,,,,,,,,,,,,,,Weight loss,,,,,,Theileriosis
76,Buffalo,Female,,,,Anorexia,,Blood in urine,,,,,,,,,,,,,,,,,,Enlargement of lymph nodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Temperature fluctuation,,,,,,,,,,,,,,,,,,,,Theileriosis
77,Buffalo,Female,,,,,,,,,,,,,,,,,,,,,,,,Enlargement of lymph nodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poor growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Theileriosis
78,Buffalo,Female,,,,Anorexia,,,,,,,,,,,,,,,,,,,,Enlargement of lymph nodes,,,,,,Fever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Theileriosis
182,Buffalo,Female,,,,,,Blood in urine,,,,,,,,,,,,,,,,,,Enlargement of lymph nodes,,,,,,,,,,,,,,,,,,,Decrease in milk production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Temperature fluctuation,,,,,,,,,,,,,,Weight loss,,,,,,Theileriosis
183,Buffalo,Female,,,,,,,,,,,,,,,,,,,,,,,,Enlargement of lymph nodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Temperature fluctuation,,,,,,,,,,,,,,Weight loss,,,,,,Theileriosis
184,Buffalo,Female,,,,,,Blood in urine,,,,,,,,,,,,,,,Dyspnea,,,Enlargement of lymph nodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Theileriosis
185,Buffalo,Female,,,,,,,,,,,,,,,,,,,,,,,,Enlargement of lymph nodes,,,,,,Fever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Theileriosis
186,Buffalo,Female,,,,,,Blood in urine,,,,,,,,,,,,Diarrhea,,,,,,Enlargement of lymph nodes,,,,,,Fever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Theileriosis
188,Buffalo,Female,,,,Anorexia,,Blood in urine,,,,,,,,,,,,,,,,,,Enlargement of lymph nodes,,,,,,Fever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Theileriosis
190,Buffalo,Female,,,,Anorexia,,Blood in urine,,,,,,,,,,,,,,,,,,Enlargement of lymph nodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oculonasal discharge,,,,,,,,,,,,,,,,,,,,,,,,,Temperature fluctuation,,,,,,,,,,,,,,,,,,,Yellow Mucous Membrane,Theileriosis
191,Buffalo,Female,,,,,,,,,,,,,,,,,,,,,,,,Enlargement of lymph nodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Theileriosis
234,Cattle,Male,,,,,,,,,,,,,,,,,,Chronic diarrhea,,,Dyspnea,,,Enlargement of lymph nodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subnormal temperature,,,,,,,,Temperature fluctuation,,,,,,,,,,,,,,,,,,,,Theileriosis
235,Cattle,Male,,,,,,,,,,,,,,,,,,Diarrhea,,,,,,Enlargement of lymph nodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subnormal temperature,,,,,,,,Temperature fluctuation,,,,,,,,,,,,Wasting,,,,,,,,Theileriosis
236,Cattle,Male,,,,,,,,,,,,,,,,,,,,,,,,Enlargement of lymph nodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Temperature fluctuation,,,,,,,,,,,,,,Weight loss,,,,,,Theileriosis
237,Cattle,Male,,,,Anorexia,,,,,,,,,,,,,,,,,,,,Enlargement of lymph nodes,,,,,,Fever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Temperature fluctuation,,,,,,,,,,,,,,,,,,,,Theileriosis
238,Cattle,Male,,,,,,,,,,,,,,,,,,,,,,,,Enlargement of lymph nodes,,,,,,Fever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Theileriosis
239,Cattle,Male,,,,,,Blood in urine,,,,,,,,,,,,,,,,,,Enlargement of lymph nodes,,,,,,Fever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Theileriosis
240,Cattle,Male,,,,Anorexia,,Blood in urine,,,,,,,,,,,,,,,,,,Enlargement of lymph nodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Temperature fluctuation,,,,,,,,,,,,,,,,,,,,Theileriosis
266,Cattle,Male,,,,,,,,,,,,,,,,,,Chronic diarrhea,,,Dyspnea,,,Enlargement of lymph nodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subnormal temperature,,,,,,,,Temperature fluctuation,,,,,,,,,,,,Wasting,,Weight loss,,,,,,Theileriosis
267,Cattle,Male,,,,,Blood in feaces,,,,,,,,,,,,,,,,,,,Enlargement of lymph nodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Temperature fluctuation,,,,,,,,,,,,,,Weight loss,,,,,,Theileriosis
291,Cattle,Female,,,,,,,,,,,,,,,,,,Chronic diarrhea,,,Dyspnea,,,Enlargement of lymph nodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subnormal temperature,,,,,,,,,,,,,,,,,,,,Wasting,,Weight loss,,,,,,Theileriosis
292,Cattle,Female,,,,,,,,,,,,,,,,,,,,,,,,Enlargement of lymph nodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Temperature fluctuation,,,,,,,,,,,,,,Weight loss,,,,,,Theileriosis
293,Cattle,Female,,,,,,Blood in urine,,,,,,,,,,,,,,,,,,Enlargement of lymph nodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Temperature fluctuation,,,,,,,,,,,,,,Weight loss,,,,,,Theileriosis
294,Cattle,Female,,,,,,,,,,,,,,,,,,,,,,,,Enlargement of lymph nodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poor growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Theileriosis
295,Cattle,Female,,,,Anorexia,,Blood in urine,,,,,,,,,,,,,,,,,,Enlargement of lymph nodes,,,,,,Fever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Theileriosis
296,Cattle,Female,,,,Anorexia,,Blood in urine,,,,,,,,,,,,,,,,,,Enlargement of lymph nodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Temperature fluctuation,,,,,,,,,,,,,,,,,,,,Theileriosis
297,Cattle,Female,,,,,,,,,,,,,,,,,,,,,,,,Enlargement of lymph nodes,,,,,,Fever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Theileriosis
387,Cattle,Female,,,,,,,,,,,,,,,,,,Chronic diarrhea,,,,,,Enlargement of lymph nodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poor growth,,,,,,,,,,,Subnormal temperature,,,,,,,,Temperature fluctuation,,,,,,,,,,,,,,Weight loss,,,,,,Theileriosis
388,Cattle,Female,,,,,,,,,,,,,,,,,,Diarrhea,,,,,,Enlargement of lymph nodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subnormal temperature,,,,,,,,,,,,,,,,,,,,Wasting,,Weight loss,,,,,,Theileriosis
389,Cattle,Female,,,,,,,,,,,,,,,,,,,,,,,,Enlargement of lymph nodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subnormal temperature,,,,,,,,Temperature fluctuation,,,,,,,,,,,,Wasting,,Weight loss,,,,,,Theileriosis
390,Cattle,Female,,,,,,,,,,,,,,,,,,Chronic diarrhea,,,Dyspnea,,,Enlargement of lymph nodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subnormal temperature,,,,,,,,Temperature fluctuation,,,,,,,,,,,,,,,,,,,,Theileriosis
391,Cattle,Female,,,,,,,,,,,,,,,,,,,,,,,,Enlargement of lymph nodes,,,,,,,,,,,,,,,,,,,Decrease in milk production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Temperature fluctuation,,,,,,,,,,,,,,,,,,,,Theileriosis
392,Cattle,Female,,,,Anorexia,,Blood in urine,,,,,,,,,,,,Diarrhea,,,,,,Enlargement of lymph nodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Temperature fluctuation,,,,,,,,,,,,,,,,,,,,Theileriosis
393,Cattle,Female,,,,Anorexia,,,,,,,,,,,,,,,,,,,,Enlargement of lymph nodes,,,,,,Fever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Theileriosis
394,Cattle,Female,,,,,,Blood in urine,,,,,,,,,,,,,,,,,,Enlargement of lymph nodes,,,,,,Fever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Theileriosis
396,Cattle,Female,,,,Anorexia,,,,,,,,,,,,,,,,,,,,Enlargement of lymph nodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Theileriosis
397,Cattle,Female,,,,Anorexia,,,,,,,,,,,,,,,,,,,,Enlargement of lymph nodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Temperature fluctuation,,,,,,,,,,,,,,,,,,,,Theileriosis
399,Cattle,Female,,,,,,Blood in urine,,,,,,,,,,,,Diarrhea,,,,,,Enlargement of lymph nodes,,,,,,,,Hair/Wool loss,,,,,,,,,,,,,,,,,,,,Oculonasal discharge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yellow Mucous Membrane,Theileriosis
455,Goat,Male,,,,,,Blood in urine,,,,,,,,,,,,,,,,,,Enlargement of lymph nodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Theileriosis
456,Goat,Male,,,,Anorexia,,Blood in urine,,,,,,,,,,,,,,,,,,Enlargement of lymph nodes,,,,,,Fever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weight loss,,,,,,Theileriosis
551,Goat,Male,,,,,,,,,,,,,,,,,,Diarrhea,,,Dyspnea,,,Enlargement of lymph nodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subnormal temperature,,,,,,,,Temperature fluctuation,,,,,,,,,,,,Wasting,,Weight loss,,,,,,Theileriosis
552,Goat,Male,,,,,,,,,,,,,,,,,,Chronic diarrhea,,,,,,Enlargement of lymph nodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subnormal temperature,,,,,,,,Temperature fluctuation,,,,,,,,,,,,Wasting,,,,,,,,Theileriosis
553,Goat,Male,,,,,,,,,,,,,,,,,,Chronic diarrhea,,,Dyspnea,,,Enlargement of lymph nodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subnormal temperature,,,,,,,,Temperature fluctuation,,,,,,,,,,,,Wasting,,Weight loss,,,,,,Theileriosis
554,Goat,Male,,,,,,Blood in urine,,,,,,,,,,,,,,,,,,Enlargement of lymph nodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Temperature fluctuation,,,,,,,,,,,,,,Weight loss,,,,,,Theileriosis
555,Goat,Male,,,,,,,,,,,,,,,,,,,,,,,,Enlargement of lymph nodes,,,,,,Fever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Theileriosis
556,Goat,Male,,,,,,,,,,,,,,,,,,,,,,,,Enlargement of lymph nodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ticks on the skin,,,,,,,,,,,,,,,,,,,Theileriosis
557,Goat,Male,,,,Anorexia,,,,,,,,,,,,,,,,,,,,Enlargement of lymph nodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Temperature fluctuation,,,,,,,,,,,,,,,,,,,,Theileriosis
635,Goat,Female,,,,Anorexia,,Blood in urine,,,,,,,,,,,,,,,,,,Enlargement of lymph nodes,,,,,,Fever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Theileriosis
728,Sheep,Male,,,,,,,,,,,,,,,,,,,,,,,,Enlargement of lymph nodes,,,,,,Fever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Theileriosis
729,Sheep,Male,,,,Anorexia,,,,,,,,,,,,,,,,,,,,Enlargement of lymph nodes,,,,,,Fever,,Hair/Wool loss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Theileriosis
730,Sheep,Male,,,,Anorexia,,,,,,,,Cough,,,,,,,,,,,,Enlargement of lymph nodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Off-feed - Intake less than normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Theileriosis
766,Sheep,Male,,,,,,,,,,,,,,,,,,Chronic diarrhea,,,Dyspnea,,,Enlargement of lymph nodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subnormal temperature,,,,,,,,Temperature fluctuation,,,,,,,,,,,,Wasting,,Weight loss,,,,,,Theileriosis
767,Sheep,Male,,,,,,,,,,,,,,,,,,,,,Dyspnea,,,Enlargement of lymph nodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subnormal temperature,,,,,,,,Temperature fluctuation,,,,,,,,,,,,Wasting,,,,,,,,Theileriosis
768,Sheep,Male,,,,Anorexia,,,,,,,,,,,,,,,,,,,,Enlargement of lymph nodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Temperature fluctuation,,,,,,,,,,,,,,Weight loss,,,,,,Theileriosis
769,Sheep,Male,,,,,,,,,,,,,,,,,,,,,,,,Enlargement of lymph nodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Temperature fluctuation,,,,,,,,,,,,,,Weight loss,,,,,,Theileriosis
770,Sheep,Male,,,,,,,,,,,,,,,,,,,,,,,,Enlargement of lymph nodes,,,,,,Fever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weight loss,,,,,,Theileriosis
771,Sheep,Male,,,,Anorexia,,Blood in urine,,,,,,,,,,,,,,,,,,Enlargement of lymph nodes,,,,,,Fever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Theileriosis
